101 0 6
103 0 4
105 0 5
109 0 4
111 0 5
114 0 7
115 1 6
116 1 6
117 1 4
119 1 3
104 2 5
107 2 7
110 2 7
118 2 4
100 3 4
102 3 4
118 3 7
107 4 5
110 4 5
116 4 5
118 4 3
119 4 3
105 5 4
109 5 4
111 5 6
112 5 5
113 5 4
116 5 4
118 5 3
110 6 3
112 6 5
117 6 3
118 6 4
119 6 7
103 7 3
104 7 3
108 7 6
113 7 7
100 8 7
118 8 6
101 9 6
104 9 7
105 9 7
109 9 3
110 9 3
114 9 3
115 9 6
101 10 5
102 10 4
107 10 6
108 10 5
101 11 7
116 11 3
118 11 3
100 12 5
105 12 7
110 12 3
111 12 3
112 12 5
114 12 3
102 13 4
105 13 6
113 13 4
115 13 3
105 14 4
110 14 7
113 14 6
118 14 4
101 20 7
103 20 6
105 20 7
119 20 6
101 21 3
107 21 3
108 21 3
116 21 7
101 22 5
102 22 4
103 22 4
105 22 3
106 22 3
108 22 3
111 22 5
112 22 7
114 22 6
115 22 7
105 23 5
107 23 7
109 23 7
114 23 4
116 23 4
117 23 4
118 23 4
107 24 7
110 24 6
111 24 6
115 24 6
100 25 6
101 25 5
102 25 6
103 25 7
106 25 4
110 25 6
101 26 4
105 26 4
113 26 3
118 26 7
119 26 7
102 27 6
114 27 3
117 27 3
110 28 7
115 28 5
101 29 5
102 29 5
104 29 6
108 29 6
103 30 5
106 30 5
108 30 6
103 31 4
108 31 3
110 31 3
114 31 7
119 31 5
104 32 3
111 32 5
114 32 3
115 32 5
116 32 5
119 32 3
100 33 4
101 33 4
105 33 4
109 33 4
108 34 5
108 35 5
116 35 4
117 35 5
114 37 5
116 37 6
119 37 3
104 38 4
108 38 4
113 38 3
114 38 5
109 39 7
113 39 4
117 39 6
101 40 7
110 40 4
117 40 5
102 41 5
108 41 4
116 41 5
100 42 4
101 42 4
107 42 3
112 42 6
115 42 5
106 43 6
107 43 6
108 43 4
109 43 7
110 43 3
111 43 7
115 43 4
102 44 3
115 44 7
118 44 3
104 45 3
106 45 3
110 45 5
114 45 7
100 46 3
103 46 4
112 46 6
115 46 5
103 47 5
104 47 7
106 47 3
111 47 3
112 47 6
115 47 7
100 48 4
104 48 4
106 48 3
115 48 5
116 48 3
101 49 5
102 49 7
103 49 6
104 49 3
105 49 4
106 49 5
107 49 5
113 49 6
119 49 7
103 50 4
112 50 7
113 50 3
114 50 4
116 50 4
118 50 7
104 51 7
112 51 7
116 51 5
118 51 6
119 51 3
102 52 7
104 52 5
111 52 7
117 52 7
107 53 5
116 53 4
105 54 7
106 54 4
110 54 6
113 54 4
116 54 5
101 55 7
116 55 7
117 55 3
100 56 6
107 56 3
118 56 6
103 57 5
105 57 4
112 57 4
114 57 7
100 58 7
109 58 3
110 58 5
111 58 3
116 58 5
117 58 7
119 58 6
101 59 3
103 59 7
104 59 5
109 59 3
111 59 3
112 59 3
118 59 4
119 59 4
100 60 7
104 60 6
105 60 7
107 60 7
108 60 5
119 60 6
105 61 4
107 61 5
109 61 5
112 61 3
114 61 3
117 61 6
118 61 7
101 62 7
103 62 3
108 62 5
109 62 6
112 62 4
114 62 6
118 62 3
100 63 3
103 63 6
107 63 6
108 63 3
109 63 3
113 63 4
117 63 4
105 64 7
112 64 4
113 64 4
118 64 6
100 65 5
101 65 3
103 65 5
104 65 7
117 65 3
100 66 6
101 66 7
107 66 7
114 66 7
115 66 3
119 66 3
107 67 6
112 67 6
113 67 3
100 68 7
114 68 5
104 69 3
106 69 6
112 69 5
100 70 5
103 70 5
104 70 7
106 70 3
113 70 5
117 70 4
100 71 3
106 71 7
111 71 7
114 71 6
117 71 3
119 71 7
104 72 4
108 72 3
115 72 7
119 72 4
100 73 7
109 73 7
112 73 3
116 73 6
118 73 4
105 74 6
115 74 5
118 74 7
100 75 3
102 75 3
109 75 3
110 75 6
116 75 6
100 76 3
101 76 4
107 76 3
111 76 7
113 76 7
114 76 4
102 77 4
116 77 5
118 77 7
106 78 4
111 78 4
117 78 3
100 79 3
102 79 6
104 79 7
114 79 4
102 80 5
104 80 5
105 80 6
100 81 6
107 81 7
108 81 7
103 82 7
107 82 5
109 82 7
112 82 5
116 82 3
100 83 5
103 83 6
109 83 5
113 83 7
117 83 4
118 83 3
106 84 7
107 84 3
111 84 7
116 84 5
101 85 7
102 85 3
111 85 5
116 85 4
108 86 5
115 86 4
117 86 3
109 87 7
110 87 5
111 87 5
115 87 7
116 87 4
100 88 5
103 88 6
107 88 3
101 89 7
110 89 4
111 89 7
112 89 5
113 89 7
118 89 5
108 90 4
110 90 6
112 90 5
116 90 7
117 91 3
119 91 6
101 92 7
102 92 6
105 92 6
112 92 5
113 92 5
115 92 4
102 93 6
107 93 6
110 93 7
112 93 6
117 93 5
119 93 4
116 94 5
118 94 3
119 94 4
113 95 7
114 95 3
119 95 5
103 96 7
105 96 6
106 96 3
117 96 5
119 96 5
119 97 3
100 98 7
105 98 5
107 98 4
110 98 3
118 98 6
102 99 4
104 99 7
114 99 5
118 99 7
100 15 4
102 15 7
104 15 4
106 15 3
107 15 6
108 15 5
111 15 3
115 15 7
116 15 7
117 15 3
119 15 5
100 16 3
102 16 4
103 16 4
106 16 3
107 16 3
108 16 4
110 16 6
111 16 5
112 16 7
113 16 4
114 16 5
115 16 7
116 16 6
117 16 7
118 16 7
119 16 5
100 17 3
101 17 4
103 17 7
104 17 7
106 17 5
107 17 3
108 17 3
109 17 6
110 17 3
111 17 3
112 17 6
113 17 5
114 17 7
115 17 4
117 17 7
102 18 4
105 18 7
106 18 6
107 18 4
108 18 4
109 18 7
111 18 5
112 18 5
116 18 4
117 18 6
118 18 6
119 18 7
100 19 4
101 19 4
102 19 6
103 19 3
104 19 6
105 19 5
106 19 3
107 19 7
108 19 6
109 19 6
111 19 3
112 19 7
115 19 4
116 19 7
117 19 3
118 19 5
119 19 5
102 100 6
104 100 7
105 100 4
106 100 5
108 100 3
109 100 5
110 100 3
111 100 4
112 100 7
113 100 5
114 100 7
115 100 5
116 100 5
117 100 3
