7 0 5
11 0 5
12 0 5
14 0 4
20 0 7
22 0 6
23 0 6
24 0 3
26 0 4
33 0 7
40 0 3
43 0 6
51 0 7
52 0 6
54 0 6
57 0 3
58 0 7
59 0 6
66 0 6
69 0 7
70 0 4
79 0 3
82 0 3
91 0 7
92 0 5
94 0 6
98 0 5
99 0 7
12 1 4
23 1 4
34 1 5
41 1 5
42 1 6
59 1 7
65 1 6
73 1 3
76 1 6
78 1 5
79 1 3
80 1 4
81 1 3
82 1 5
88 1 5
91 1 7
93 1 6
94 1 5
4 2 5
11 2 3
14 2 6
39 2 6
44 2 5
48 2 4
49 2 7
56 2 6
66 2 4
71 2 6
81 2 4
83 2 7
89 2 5
93 2 5
95 2 4
99 2 6
4 3 7
5 3 6
8 3 4
10 3 6
12 3 6
13 3 3
20 3 3
24 3 5
30 3 6
31 3 6
41 3 4
47 3 6
48 3 3
55 3 6
56 3 3
59 3 3
63 3 6
65 3 4
69 3 7
79 3 3
80 3 3
84 3 5
89 3 3
90 3 4
93 3 4
95 3 4
98 3 7
6 4 6
10 4 4
11 4 4
12 4 5
32 4 3
35 4 5
39 4 3
43 4 4
44 4 4
45 4 4
48 4 3
50 4 5
53 4 4
54 4 5
59 4 5
70 4 4
71 4 6
74 4 3
76 4 5
78 4 3
80 4 3
81 4 4
82 4 5
99 4 3
0 5 4
3 5 6
6 5 3
7 5 4
20 5 5
23 5 5
24 5 6
28 5 4
38 5 7
40 5 7
41 5 5
47 5 5
52 5 7
57 5 7
59 5 3
60 5 6
62 5 6
69 5 5
71 5 4
73 5 4
90 5 3
99 5 6
8 6 5
14 6 4
26 6 6
31 6 4
32 6 6
34 6 6
36 6 3
49 6 3
50 6 5
52 6 3
57 6 5
68 6 3
69 6 3
70 6 6
71 6 6
80 6 3
81 6 4
86 6 5
89 6 5
95 6 6
98 6 5
13 7 5
14 7 6
20 7 4
21 7 5
26 7 4
28 7 6
30 7 4
34 7 4
38 7 4
42 7 4
49 7 3
59 7 6
63 7 5
68 7 3
70 7 4
74 7 7
77 7 4
80 7 3
86 7 5
89 7 3
96 7 5
0 8 5
2 8 6
7 8 5
9 8 4
11 8 4
27 8 7
28 8 5
36 8 4
39 8 5
40 8 3
42 8 7
57 8 3
58 8 6
60 8 3
64 8 5
65 8 6
68 8 7
69 8 3
71 8 3
76 8 6
78 8 6
81 8 6
85 8 4
89 8 4
90 8 5
93 8 3
99 8 4
10 9 4
22 9 6
24 9 6
27 9 7
34 9 3
38 9 4
39 9 7
43 9 5
44 9 3
46 9 3
51 9 6
52 9 5
53 9 7
69 9 3
78 9 5
81 9 4
84 9 7
85 9 3
86 9 5
89 9 6
90 9 5
93 9 6
94 9 6
4 10 5
7 10 6
11 10 7
29 10 5
30 10 6
33 10 5
35 10 4
45 10 6
57 10 4
59 10 3
60 10 6
61 10 5
66 10 6
74 10 7
77 10 4
78 10 4
79 10 4
80 10 5
84 10 7
91 10 5
6 11 4
10 11 5
14 11 6
21 11 4
22 11 3
24 11 3
30 11 3
31 11 3
40 11 5
43 11 4
45 11 5
46 11 6
48 11 6
55 11 5
56 11 6
59 11 5
62 11 4
64 11 6
67 11 4
70 11 4
72 11 4
73 11 6
75 11 7
80 11 4
82 11 7
93 11 5
99 11 5
1 12 3
4 12 3
8 12 5
9 12 4
22 12 5
25 12 7
33 12 6
37 12 5
46 12 7
48 12 5
56 12 7
57 12 5
60 12 4
65 12 3
70 12 3
77 12 4
78 12 3
81 12 4
91 12 4
93 12 3
94 12 4
7 13 3
10 13 4
11 13 4
22 13 7
23 13 5
30 13 3
33 13 6
47 13 5
50 13 7
51 13 5
53 13 4
54 13 5
56 13 4
59 13 4
66 13 6
73 13 5
88 13 6
2 14 6
7 14 5
13 14 5
35 14 7
38 14 3
40 14 4
42 14 6
47 14 4
48 14 3
49 14 4
57 14 5
59 14 6
60 14 5
66 14 7
68 14 4
73 14 4
77 14 7
80 14 5
83 14 7
85 14 6
86 14 5
87 14 4
95 14 3
96 14 5
97 14 6
2 20 7
4 20 3
9 20 7
12 20 5
21 20 4
22 20 5
23 20 5
28 20 7
39 20 4
43 20 4
45 20 4
54 20 7
55 20 3
62 20 4
63 20 3
71 20 7
73 20 5
92 20 5
93 20 3
97 20 3
13 21 7
24 21 4
31 21 3
44 21 7
50 21 3
53 21 7
57 21 6
58 21 6
60 21 3
65 21 6
69 21 5
80 21 3
92 21 5
95 21 7
4 22 6
5 22 7
6 22 3
24 22 6
27 22 6
30 22 4
32 22 3
36 22 5
46 22 3
49 22 7
54 22 6
57 22 4
60 22 7
62 22 3
69 22 4
73 22 7
76 22 4
87 22 6
91 22 3
93 22 5
0 23 7
5 23 6
10 23 4
14 23 5
40 23 3
45 23 4
46 23 3
49 23 6
50 23 7
63 23 4
76 23 4
77 23 6
5 24 7
6 24 6
10 24 3
12 24 3
20 24 6
22 24 6
29 24 5
31 24 3
35 24 6
43 24 3
47 24 3
63 24 6
68 24 6
78 24 7
2 25 4
3 25 7
12 25 4
14 25 3
36 25 4
38 25 4
43 25 3
51 25 7
53 25 4
58 25 7
59 25 3
68 25 7
72 25 5
73 25 7
79 25 4
92 25 6
5 26 5
13 26 3
23 26 6
29 26 4
31 26 3
42 26 7
50 26 7
55 26 5
59 26 5
61 26 4
62 26 3
64 26 7
66 26 5
68 26 5
69 26 4
72 26 5
75 26 4
91 26 6
93 26 4
95 26 4
10 27 5
12 27 3
24 27 3
25 27 6
26 27 4
28 27 7
29 27 4
32 27 5
40 27 5
41 27 6
62 27 6
64 27 3
66 27 5
68 27 6
71 27 4
75 27 4
97 27 5
0 28 3
1 28 6
5 28 4
8 28 4
13 28 3
26 28 4
32 28 5
36 28 6
41 28 6
43 28 4
47 28 4
53 28 4
55 28 3
58 28 3
60 28 4
61 28 4
62 28 5
64 28 5
65 28 6
69 28 6
70 28 6
79 28 5
90 28 4
93 28 7
3 29 6
11 29 7
13 29 7
20 29 7
27 29 6
30 29 3
31 29 5
43 29 5
48 29 7
66 29 7
67 29 3
68 29 4
69 29 3
71 29 6
72 29 3
73 29 3
76 29 3
79 29 5
83 29 5
84 29 7
2 30 7
5 30 6
8 30 4
11 30 4
14 30 7
25 30 6
38 30 6
39 30 4
57 30 3
63 30 4
67 30 7
68 30 4
81 30 3
83 30 7
92 30 4
94 30 3
97 30 7
99 30 7
0 31 6
3 31 3
8 31 6
20 31 5
23 31 7
27 31 7
29 31 5
30 31 6
41 31 7
42 31 5
44 31 4
46 31 4
56 31 4
62 31 7
68 31 3
71 31 7
74 31 5
76 31 7
78 31 6
83 31 5
84 31 6
85 31 7
94 31 3
3 32 6
6 32 3
23 32 3
30 32 7
31 32 3
33 32 5
37 32 4
42 32 6
44 32 7
45 32 6
48 32 4
55 32 3
56 32 3
57 32 7
64 32 7
67 32 7
75 32 5
77 32 7
79 32 4
88 32 3
90 32 4
11 33 4
14 33 3
26 33 7
32 33 4
46 33 3
47 33 7
57 33 7
59 33 7
63 33 6
68 33 7
71 33 4
76 33 6
78 33 4
82 33 6
88 33 3
92 33 7
0 34 3
1 34 6
2 34 5
13 34 3
14 34 4
21 34 3
29 34 5
31 34 5
35 34 6
36 34 3
40 34 5
44 34 7
45 34 3
50 34 7
53 34 3
61 34 3
63 34 6
65 34 3
71 34 5
72 34 4
78 34 5
80 34 3
92 34 6
4 35 7
5 35 7
10 35 3
11 35 3
22 35 7
23 35 5
25 35 4
27 35 7
31 35 7
37 35 6
38 35 5
39 35 5
46 35 5
49 35 3
58 35 4
59 35 5
68 35 5
70 35 4
72 35 3
82 35 6
86 35 7
98 35 5
0 36 6
2 36 4
4 36 5
6 36 3
9 36 7
14 36 7
29 36 7
31 36 4
32 36 7
33 36 7
37 36 7
38 36 3
40 36 6
49 36 7
51 36 6
54 36 3
64 36 3
66 36 7
70 36 3
74 36 3
76 36 3
79 36 5
94 36 5
96 36 6
1 37 6
29 37 4
31 37 5
32 37 3
36 37 3
43 37 7
44 37 4
45 37 6
50 37 6
59 37 5
62 37 6
66 37 4
70 37 4
75 37 5
77 37 6
85 37 4
90 37 4
96 37 7
1 38 6
11 38 4
13 38 7
20 38 7
37 38 4
39 38 3
49 38 6
54 38 7
55 38 3
57 38 7
59 38 5
66 38 6
67 38 6
69 38 5
70 38 5
71 38 5
72 38 4
80 38 3
82 38 6
84 38 4
1 39 6
2 39 7
23 39 4
24 39 5
25 39 6
27 39 6
29 39 6
35 39 6
40 39 4
41 39 6
49 39 4
59 39 3
61 39 3
64 39 4
66 39 4
73 39 3
78 39 5
81 39 4
91 39 6
1 40 3
3 40 6
7 40 7
8 40 3
13 40 5
27 40 5
28 40 6
32 40 6
38 40 4
39 40 5
42 40 4
43 40 7
58 40 3
61 40 3
65 40 6
71 40 3
72 40 5
82 40 5
89 40 7
97 40 4
2 41 5
4 41 3
8 41 7
12 41 6
14 41 3
20 41 6
22 41 3
29 41 4
31 41 3
33 41 3
34 41 4
42 41 6
45 41 7
48 41 3
49 41 5
51 41 7
53 41 5
58 41 4
59 41 6
62 41 3
65 41 6
69 41 5
79 41 3
82 41 7
88 41 5
12 42 4
14 42 4
30 42 6
31 42 6
32 42 5
35 42 7
39 42 3
40 42 5
43 42 3
56 42 4
71 42 7
74 42 4
76 42 6
77 42 4
81 42 4
84 42 3
91 42 3
94 42 6
95 42 3
4 43 6
7 43 4
11 43 4
13 43 7
35 43 7
39 43 3
40 43 3
41 43 6
44 43 5
49 43 3
67 43 6
73 43 5
74 43 5
79 43 5
87 43 5
91 43 4
99 43 6
2 44 6
20 44 5
30 44 4
32 44 3
36 44 5
41 44 4
48 44 6
53 44 4
56 44 4
70 44 6
72 44 7
79 44 6
81 44 4
84 44 5
86 44 7
95 44 7
99 44 3
12 45 6
21 45 6
22 45 4
34 45 6
38 45 3
41 45 4
46 45 5
48 45 6
52 45 7
53 45 4
55 45 6
59 45 3
75 45 3
76 45 4
86 45 6
89 45 3
3 46 3
7 46 6
8 46 7
9 46 7
13 46 4
14 46 3
24 46 5
32 46 7
39 46 7
41 46 4
45 46 3
47 46 7
49 46 4
58 46 4
64 46 3
65 46 5
68 46 6
70 46 7
74 46 6
79 46 7
80 46 4
87 46 4
96 46 4
1 47 5
2 47 5
10 47 3
14 47 5
20 47 4
26 47 6
31 47 3
34 47 6
40 47 5
45 47 6
50 47 6
57 47 3
62 47 4
63 47 7
69 47 7
73 47 6
77 47 6
88 47 7
91 47 7
92 47 7
94 47 6
95 47 7
96 47 7
97 47 3
1 48 5
11 48 4
14 48 6
21 48 3
27 48 4
35 48 4
36 48 5
39 48 3
41 48 3
52 48 5
54 48 3
55 48 5
58 48 7
59 48 5
73 48 6
74 48 7
77 48 6
81 48 3
82 48 7
86 48 4
0 49 5
6 49 4
9 49 7
14 49 4
21 49 3
24 49 3
42 49 4
55 49 6
58 49 5
62 49 4
64 49 5
65 49 6
67 49 3
73 49 3
78 49 5
79 49 4
82 49 6
83 49 7
84 49 3
85 49 7
88 49 4
94 49 7
4 50 6
5 50 7
6 50 4
8 50 3
12 50 3
28 50 3
32 50 5
38 50 5
42 50 3
46 50 4
47 50 7
51 50 5
54 50 5
57 50 6
64 50 6
74 50 4
75 50 5
76 50 5
80 50 3
84 50 3
93 50 6
98 50 5
0 51 4
4 51 5
21 51 6
23 51 5
27 51 5
30 51 5
36 51 5
41 51 3
42 51 3
43 51 4
48 51 5
50 51 6
57 51 3
60 51 6
65 51 4
70 51 3
82 51 5
85 51 5
91 51 7
98 51 5
3 52 3
4 52 4
6 52 3
7 52 5
10 52 6
20 52 3
32 52 6
36 52 5
42 52 3
51 52 7
59 52 7
67 52 6
68 52 5
72 52 5
76 52 6
81 52 6
88 52 3
94 52 3
97 52 5
10 53 6
25 53 4
28 53 4
42 53 4
48 53 7
52 53 6
57 53 3
60 53 6
61 53 5
69 53 4
73 53 6
75 53 4
80 53 5
84 53 7
86 53 5
90 53 7
10 54 6
11 54 4
13 54 7
30 54 4
35 54 7
40 54 5
48 54 7
50 54 3
58 54 6
59 54 4
61 54 4
64 54 7
71 54 6
72 54 7
73 54 3
78 54 6
81 54 4
82 54 3
91 54 4
97 54 3
6 55 3
7 55 4
8 55 6
12 55 7
25 55 7
32 55 5
43 55 7
44 55 3
48 55 7
56 55 3
59 55 5
66 55 4
67 55 6
70 55 5
74 55 7
78 55 7
80 55 4
81 55 5
91 55 4
2 56 7
7 56 6
10 56 3
20 56 5
26 56 3
27 56 3
43 56 7
51 56 6
61 56 5
64 56 6
66 56 3
69 56 7
74 56 6
83 56 7
84 56 3
88 56 4
91 56 3
93 56 7
95 56 6
97 56 7
99 56 4
8 57 7
9 57 4
20 57 5
23 57 5
24 57 6
25 57 3
29 57 3
36 57 5
40 57 7
45 57 3
46 57 7
47 57 6
50 57 3
51 57 5
52 57 5
58 57 7
63 57 7
66 57 7
